date,value
2015/11/10,381.39
2015/11/11,340.58
2015/11/12,345.08
2015/11/13,340.91
2015/11/14,338.18
2015/11/15,334.66
2015/11/16,331.63
2015/11/17,338.35
2015/11/18,336.53
2015/11/19,335.33
2015/11/20,326.47
2015/11/21,328.16
2015/11/22,327.01
2015/11/23,325.12
2015/11/24,323.06
2015/11/25,329.13
2015/11/26,366.76
2015/11/27,363.59
2015/11/28,359.54
2015/11/29,371.94
2015/11/30,382.36
2015/12/1,378.93
2015/12/2,362.23
2015/12/3,370.27
2015/12/4,363.52
2015/12/5,389.79
2015/12/6,402.81
2015/12/7,399.97
2015/12/8,415.56
2015/12/9,423.12
2015/12/10,419.51
2015/12/11,451.94
2015/12/12,469.1
2015/12/13,441.68
2015/12/14,447.14
2015/12/15,465.32
2015/12/16,465.21
2015/12/17,457.86
2015/12/18,465.18
2015/12/19,465.58
2015/12/20,462.64
2015/12/21,444.73
2015/12/22,443.69
2015/12/23,444.53
2015/12/24,458.46
2015/12/25,458.31
2015/12/26,457.49
2015/12/27,424.01
2015/12/28,429.77
2015/12/29,432.98
2015/12/30,434.39
2015/12/31,432.92
2016/1/1,436.25
2016/1/2,436.06
2016/1/3,433.74
2016/1/4,434.52
2016/1/5,434.18
2016/1/6,431.86
2016/1/7,458.77
2016/1/8,462.93
2016/1/9,454.64
2016/1/10,448.31
2016/1/11,450.66
2016/1/12,448.18
2016/1/13,435.19
2016/1/14,433.32
2016/1/15,430.25
2016/1/16,390.56
2016/1/17,390.96
2016/1/18,388.1
2016/1/19,387.73
2016/1/20,425.27
2016/1/21,422.88
2016/1/22,410.41
2016/1/23,394.54
2016/1/24,405.49
2016/1/25,402.32
2016/1/26,397.77
2016/1/27,396.84
2016/1/28,395.5
2016/1/29,384.38
2016/1/30,380.92
2016/1/31,380.35
2016/2/1,378.07
2016/2/2,375.88
2016/2/3,374.95
2016/2/4,391.61
2016/2/5,391.09
2016/2/6,386.63
2016/2/7,380.87
2016/2/8,379.88
2016/2/9,377.25
2016/2/10,385.48
2016/2/11,383.13
2016/2/12,384.95
2016/2/13,391.86
2016/2/14,407.23
2016/2/15,410.38
2016/2/16,408.94
2016/2/17,421.17
2016/2/18,426
2016/2/19,423.1
2016/2/20,441.98
2016/2/21,448.05
2016/2/22,439.05
2016/2/23,439.86
2016/2/24,425.55
2016/2/25,427.72
2016/2/26,432.15
2016/2/27,434.23
2016/2/28,435.68
2016/2/29,441.51
2016/3/1,439.65
2016/3/2,435.92
2016/3/3,425.37
2016/3/4,425.18
2016/3/5,411.26
2016/3/6,411.91
2016/3/7,415.92
2016/3/8,416.24
2016/3/9,416.03
2016/3/10,417.51
2016/3/11,423.93
2016/3/12,421.8
2016/3/13,416.6
2016/3/14,416.68
2016/3/15,418.13
2016/3/16,417.69
2016/3/17,421
2016/3/18,420.55
2016/3/19,410.98
2016/3/20,414.63
2016/3/21,413.42
2016/3/22,418.38
2016/3/23,419.27
2016/3/24,418.68
2016/3/25,418.08
2016/3/26,418.99
2016/3/27,428.8
2016/3/28,426.86
2016/3/29,426.2
2016/3/30,416.83
2016/3/31,418.37
2016/4/1,418.17
2016/4/2,422.08
2016/4/3,421.58
2016/4/4,422.34
2016/4/5,424.26
2016/4/6,424.53
2016/4/7,423.66
2016/4/8,425.36
2016/4/9,420.89
2016/4/10,422.44
2016/4/11,422.74
2016/4/12,427.28
2016/4/13,426.66
2016/4/14,425.37
2016/4/15,429.93
2016/4/16,432.63
2016/4/17,431.37
2016/4/18,429.27
2016/4/19,436.02
2016/4/20,443.05
2016/4/21,450.55
2016/4/22,449.81
2016/4/23,450.28
2016/4/24,460.15
2016/4/25,466.62
2016/4/26,467.96
2016/4/27,467.08
2016/4/28,449.55
2016/4/29,455.38
2016/4/30,455.59
2016/5/1,452.48
2016/5/2,452.44
2016/5/3,451.1
2016/5/4,450.38
2016/5/5,448.51
2016/5/6,461.38
2016/5/7,460.68
2016/5/8,459.42
2016/5/9,462.48
2016/5/10,461.93
2016/5/11,454.58
2016/5/12,454.95
2016/5/13,457.06
2016/5/14,456.84
2016/5/15,458.69
2016/5/16,458.2
2016/5/17,455.07
2016/5/18,456
2016/5/19,454.63
2016/5/20,444.05
2016/5/21,443.78
2016/5/22,443.43
2016/5/23,444.35
2016/5/24,447.1
2016/5/25,450.3
2016/5/26,453.64
2016/5/27,478.15
2016/5/28,533.47
2016/5/29,553.96
2016/5/30,544.35
2016/5/31,546.62
2016/6/1,543.08
2016/6/2,540.35
2016/6/3,574.64
2016/6/4,590.13
2016/6/5,582.81
2016/6/6,586.47
2016/6/7,590.26
2016/6/8,582.84
2016/6/9,582.2
2016/6/10,579.13
2016/6/11,607.12
2016/6/12,684.84
2016/6/13,716
2016/6/14,704.5
2016/6/15,696.3
2016/6/16,773.72
2016/6/17,775.36
2016/6/18,777.99
2016/6/19,766.62
2016/6/20,764.08
2016/6/21,735.88
2016/6/22,678.67
2016/6/23,629.33
2016/6/24,681.73
2016/6/25,691.73
2016/6/26,665.98
2016/6/27,655.27
2016/6/28,659.25
2016/6/29,644.68
2016/6/30,675.4
2016/7/1,686.15
2016/7/2,703.7
2016/7/3,704.97
2016/7/4,683.66
2016/7/5,683.49
2016/7/6,681.9
2016/7/7,682.43
2016/7/8,666.71
2016/7/9,666.38
2016/7/10,652.29
2016/7/11,659.63
2016/7/12,675.26
2016/7/13,668.7
2016/7/14,662.9
2016/7/15,667.08
2016/7/16,666.46
2016/7/17,682.37
2016/7/18,681.55
2016/7/19,673.28
2016/7/20,672.93
2016/7/21,666.22
2016/7/22,666.58
2016/7/23,656.37
2016/7/24,663.11
2016/7/25,661.83
2016/7/26,656.23
2016/7/27,657.46
2016/7/28,657.6
2016/7/29,657.8
2016/7/30,658.22
2016/7/31,655.28
2016/8/1,626.12
2016/8/2,612.85
2016/8/3,573.36
2016/8/4,579.5
2016/8/5,578.28
2016/8/6,588.4
2016/8/7,597.51
2016/8/8,592.99
2016/8/9,591.09
2016/8/10,599.98
2016/8/11,597.54
2016/8/12,589.91
2016/8/13,589.77
2016/8/14,585.67
2016/8/15,573.58
2016/8/16,581.74
2016/8/17,580.89
2016/8/18,577.79
2016/8/19,578.24
2016/8/20,582.82
2016/8/21,584.16
2016/8/22,588.45
2016/8/23,589.47
2016/8/24,583.59
2016/8/25,580.45
2016/8/26,580.62
2016/8/27,579.85
2016/8/28,574.04
2016/8/29,576.28
2016/8/30,578.36
2016/8/31,577.86
2016/9/1,576.31
2016/9/2,575.64
2016/9/3,599.5
2016/9/4,611.84
2016/9/5,609.05
2016/9/6,610.83
2016/9/7,614.54
2016/9/8,628.77
2016/9/9,626.83
2016/9/10,625.1
2016/9/11,628.82
2016/9/12,608.46
2016/9/13,611.19
2016/9/14,611.95
2016/9/15,611.09
2016/9/16,609.26
2016/9/17,607.86
2016/9/18,610.16
2016/9/19,610.93
2016/9/20,609.52
2016/9/21,603.59
2016/9/22,598.49
2016/9/23,603.21
2016/9/24,604.58
2016/9/25,603.38
2016/9/26,608.14
2016/9/27,608.25
2016/9/28,606.59
2016/9/29,606.82
2016/9/30,609.74
2016/10/1,615.24
2016/10/2,614
2016/10/3,612.57
2016/10/4,612.05
2016/10/5,613.81
2016/10/6,613.82
2016/10/7,617.91
2016/10/8,619.85
2016/10/9,619.2
2016/10/10,621.32
2016/10/11,642.08
2016/10/12,641.34
2016/10/13,638.83
2016/10/14,641.28
2016/10/15,642.1
2016/10/16,642.9
2016/10/17,642.33
2016/10/18,640.74
2016/10/19,638.87
2016/10/20,631.92
2016/10/21,634.09
2016/10/22,658.2
2016/10/23,661.13
2016/10/24,657.25
2016/10/25,664.42
2016/10/26,679.73
2016/10/27,688.59
2016/10/28,690.44
2016/10/29,720.4
2016/10/30,714.12
2016/10/31,709.29
2016/11/1,736.45
2016/11/2,740.83
2016/11/3,745.77
2016/11/4,706.93
2016/11/5,707.51
2016/11/6,714.26
2016/11/7,710.74
2016/11/8,712.99
2016/11/9,740.05
2016/11/10,723.02
2016/11/11,718.32
2016/11/12,717.15
2016/11/13,705.26
2016/11/14,706.28
2016/11/15,715.72
2016/11/16,747.62
2016/11/17,755.64
2016/11/18,752.88
2016/11/19,756.24
2016/11/20,755.48
2016/11/21,741.72
2016/11/22,753.87
2016/11/23,752.25
2016/11/24,746.83
2016/11/25,741.65
2016/11/26,742.21
2016/11/27,739.02
2016/11/28,738.01
2016/11/29,737.47
2016/11/30,747.93
2016/12/1,758.27
2016/12/2,781.3
2016/12/3,778.25
2016/12/4,773.87
2016/12/5,773.47
2016/12/6,765.62
2016/12/7,771.54
2016/12/8,774.7
2016/12/9,774.53
2016/12/10,777.09
2016/12/11,774.8
2016/12/12,781.92
2016/12/13,788.46
2016/12/14,782.03
2016/12/15,781.43
2016/12/16,785.03
2016/12/17,792.51
2016/12/18,794.74
2016/12/19,793.61
2016/12/20,801.34
2016/12/21,834.28
2016/12/22,875.78
2016/12/23,925.12
2016/12/24,923.48
2016/12/25,899.65
2016/12/26,913.18
2016/12/27,940.05
2016/12/28,975.92
2016/12/29,979.4
2016/12/30,972.53
2016/12/31,963.74
2017/1/1,1003.08
2017/1/2,1031.39
2017/1/3,1044.08
2017/1/4,1159.42
2017/1/5,1191.1
2017/1/6,1046.81
2017/1/7,908.59
2017/1/8,942.72
2017/1/9,913.69
2017/1/10,914.87
2017/1/11,919.45
2017/1/12,826.25
2017/1/13,829
2017/1/14,835.09
2017/1/15,823.31
2017/1/16,834.53
2017/1/17,910.56
2017/1/18,917.5
2017/1/19,904.61
2017/1/20,899.4
2017/1/21,927.37
2017/1/22,937.52
2017/1/23,928.27
2017/1/24,924.14
2017/1/25,903.25
2017/1/26,919.33
2017/1/27,923.22
2017/1/28,923.91
2017/1/29,923.42
2017/1/30,923.05
2017/1/31,972.02
2017/2/1,989.11
2017/2/2,1013.52
2017/2/3,1033.87
2017/2/4,1045.9
2017/2/5,1043.63
2017/2/6,1044.64
2017/2/7,1061.93
2017/2/8,1078.97
2017/2/9,1088.99
2017/2/10,998.9
2017/2/11,1009.29
2017/2/12,1004.76
2017/2/13,1002.1
2017/2/14,1011.51
2017/2/15,1008.84
2017/2/16,1033.37
2017/2/17,1053.17
2017/2/18,1061.1
2017/2/19,1056.81
2017/2/20,1080.49
2017/2/21,1117.25
2017/2/22,1125.39
2017/2/23,1176.62
2017/2/24,1200.39
2017/2/25,1174.85
2017/2/26,1167.47
2017/2/27,1181.98
2017/2/28,1193.25
2017/3/1,1222.5
2017/3/2,1262.13
2017/3/3,1280.31
2017/3/4,1279.4
2017/3/5,1267.29
2017/3/6,1276
2017/3/7,1275.55
2017/3/8,1232.16
2017/3/9,1197.46
2017/3/10,1270.47
2017/3/11,1193.83
2017/3/12,1226.98
2017/3/13,1237.37
2017/3/14,1244.81
2017/3/15,1251.61
2017/3/16,1257.98
2017/3/17,1180.16
2017/3/18,1114.07
2017/3/19,1069.91
2017/3/20,1063.03
2017/3/21,1122.43
2017/3/22,1120.65
2017/3/23,1058.01
2017/3/24,1040.47
2017/3/25,975.76
2017/3/26,1007.96
2017/3/27,1046.4
2017/3/28,1064.65
2017/3/29,1055.13
2017/3/30,1049.29
2017/3/31,1074.92
2017/4/1,1091.72
2017/4/2,1107.59
2017/4/3,1151.74
2017/4/4,1156.44
2017/4/5,1135.09
2017/4/6,1188.37
2017/4/7,1186.58
2017/4/8,1184.98
2017/4/9,1197.21
2017/4/10,1190.34
2017/4/11,1208.07
2017/4/12,1207.14
2017/4/13,1205.89
2017/4/14,1190.8
2017/4/15,1188
2017/4/16,1187.22
2017/4/17,1194.9
2017/4/18,1217.57
2017/4/19,1215.51
2017/4/20,1240.79
2017/4/21,1235.94
2017/4/22,1235.56
2017/4/23,1232.2
2017/4/24,1250.94
2017/4/25,1267.58
2017/4/26,1294.83
2017/4/27,1319.7
2017/4/28,1331.28
2017/4/29,1327.2
2017/4/30,1347.91
2017/5/1,1434.32
2017/5/2,1473.9
2017/5/3,1492.77
2017/5/4,1608.91
2017/5/5,1618.03
2017/5/6,1578.8
2017/5/7,1596.72
2017/5/8,1723.35
2017/5/9,1833.49
2017/5/10,1788.44
2017/5/11,1873.93
2017/5/12,1856.15
2017/5/13,1812.99
2017/5/14,1831.42
2017/5/15,1812.8
2017/5/16,1785.94
2017/5/17,1864.05
2017/5/18,1904.48
2017/5/19,2004.52
2017/5/20,2084.73
2017/5/21,2119.08
2017/5/22,2303.9
2017/5/23,2320.82
2017/5/24,2523.72
2017/5/25,2763.71
2017/5/26,2573.79
2017/5/27,2260.2
2017/5/28,2267.34
2017/5/29,2307.05
2017/5/30,2301.96
2017/5/31,2311.08
2017/6/1,2448.39
2017/6/2,2488.55
2017/6/3,2581.91
2017/6/4,2585.89
2017/6/5,2686.81
2017/6/6,2999.91
2017/6/7,2869.38
2017/6/8,2815.3
2017/6/9,2901.71
2017/6/10,2950.99
2017/6/11,2996.6
2017/6/12,2997.26
2017/6/13,2789.04
2017/6/14,2786.83
2017/6/15,2534.71
2017/6/16,2539.92
2017/6/17,2685.19
2017/6/18,2662.1
2017/6/19,2662.85
2017/6/20,2763.45
2017/6/21,2772.01
2017/6/22,2723.74
2017/6/23,2765.17
2017/6/24,2757.94
2017/6/25,2682.26
2017/6/26,2615.25
2017/6/27,2552.45
2017/6/28,2603.98
2017/6/29,2588.83
2017/6/30,2559.25
2017/7/1,2515.27
2017/7/2,2514.28
2017/7/3,2595
2017/7/4,2631.59
2017/7/5,2622.65
2017/7/6,2616.72
2017/7/7,2916.14
2017/7/8,2571.34
2017/7/9,2635.49
2017/7/10,2537.16
2017/7/11,2413.47
2017/7/12,2423.71
2017/7/13,2425.22
2017/7/14,2363.25
2017/7/15,2231.14
2017/7/16,2058.77
2017/7/17,2230.49
2017/7/18,2387.61
2017/7/19,2397.17
2017/7/20,2900.7
2017/7/21,2838.41
2017/7/22,2862.42
2017/7/23,2832.18
2017/7/24,2777.26
2017/7/25,2768.08
2017/7/26,2610.76
2017/7/27,2693.32
2017/7/28,2897.45
2017/7/29,2808.76
2017/7/30,2758.53
2017/7/31,2889.62
2017/8/1,2921.35
2017/8/2,2762.53
2017/8/3,2813.31
2017/8/4,2899.33
2017/8/5,3290.01
2017/8/6,3293.29
2017/8/7,3397.68
2017/8/8,3484.85
2017/8/9,3422.76
2017/8/10,3453.45
2017/8/11,3679.72
2017/8/12,3949.92
2017/8/13,4208.39
2017/8/14,4325.13
2017/8/15,4455.97
2017/8/16,4381.23
2017/8/17,4484.7
2017/8/18,4370.13
2017/8/19,4243.26
2017/8/20,4196.29
2017/8/21,4109.14
2017/8/22,4128.76
2017/8/23,4255.78
2017/8/24,4376.39
2017/8/25,4455.7
2017/8/26,4379.28
2017/8/27,4416.59
2017/8/28,4403.93
2017/8/29,4625.68
2017/8/30,4626.52
2017/8/31,4736.05
2017/9/1,4892.01
2017/9/2,4975.04
2017/9/3,4714.08
2017/9/4,4591.63
2017/9/5,4427.84
2017/9/6,4617.25
2017/9/7,4655.04
2017/9/8,4661
2017/9/9,4308.82
2017/9/10,4245.44
2017/9/11,4261.67
2017/9/12,4344.65
2017/9/13,4131.98
2017/9/14,3920.6
2017/9/15,3733.45
2017/9/16,3808.84
2017/9/17,3664.81
2017/9/18,4079.23
2017/9/19,4094.07
2017/9/20,4031.39
2017/9/21,3916.42
2017/9/22,3758.27
2017/9/23,3819.21
2017/9/24,3796.15
2017/9/25,3950.25
2017/9/26,3969.89
2017/9/27,4210.05
2017/9/28,4279.31
2017/9/29,4214.63
2017/9/30,4358.43
2017/10/1,4403.74
2017/10/2,4470.23
2017/10/3,4432.47
2017/10/4,4352.31
2017/10/5,4362.64
2017/10/6,4413.27
2017/10/7,4443.88
2017/10/8,4624.14
2017/10/9,4878.71
2017/10/10,4922.17
2017/10/11,4873.73
2017/10/12,5446.91
2017/10/13,5840.3
2017/10/14,5837.7
2017/10/15,5852.48
2017/10/16,5776.23
2017/10/17,5800.35
2017/10/18,5603.82
2017/10/19,5744.35
2017/10/20,6060.11
2017/10/21,6194.88
2017/10/22,6076.26
2017/10/23,6075.59
2017/10/24,5935.52
2017/10/25,5754.33
2017/10/26,5976.8
2017/10/27,5988.39
2017/10/28,5876.72
2017/10/29,6255.71
2017/10/30,6214.99
2017/10/31,6470.43
2017/11/1,6767.31
2017/11/2,7367.33
2017/11/3,7461.29
2017/11/4,7492.86
2017/11/5,7617.48
2017/11/6,7445.77
2017/11/7,7253.32
2017/11/8,7776.42
2017/11/9,7446.83
2017/11/10,7312
2017/11/11,6873.15
2017/11/12,6625.05
2017/11/13,6811.19
2017/11/14,6764.98
2017/11/15,7342.25
2017/11/16,7967.38
2017/11/17,8004.59
2017/11/18,7884.99
2017/11/19,8101.91
2017/11/20,8336.86
2017/11/21,8348.66
2017/11/22,8302.26
2017/11/23,8267.4
2017/11/24,8374.16
2017/11/25,8790.92
2017/11/26,9522.93
2017/11/27,9818.35
2017/11/28,10125.7
2017/11/29,11517.4
2017/11/30,10801
2017/12/1,11046.7
2017/12/2,11320.2
2017/12/3,11858.7
2017/12/4,11657.2
2017/12/5,12032
2017/12/6,14369.1
2017/12/7,17899.7
2017/12/8,18353.4
2017/12/9,16783
2017/12/10,15850.6
2017/12/11,17513.9
2017/12/12,17781.8
2017/12/13,17653.1
2017/12/14,17085.8
2017/12/15,18154.1
2017/12/16,19716.7
2017/12/17,20089
2017/12/18,19371
2017/12/19,19177.8
2017/12/20,17934.7
2017/12/21,17567.7
2017/12/22,15943.4
2017/12/23,15603.2
2017/12/24,14626
2017/12/25,14593
2017/12/26,16461.2
2017/12/27,16930.9
2017/12/28,15888.4
2017/12/29,15279
2017/12/30,14681.9
2017/12/31,14377.4
2018/1/1,14112.2
2018/1/2,15444.6
2018/1/3,15572.8
2018/1/4,15739.7
2018/1/5,17705.2
2018/1/6,17712.4
2018/1/7,17579.6
2018/1/8,16537.9
2018/1/9,15497.5
2018/1/10,14973.3
2018/1/11,15018.8
2018/1/12,14229.9
2018/1/13,14659.5
2018/1/14,14511.8
2018/1/15,14445.5
2018/1/16,13843.1
2018/1/17,11678
2018/1/18,12107.3
2018/1/19,11992.8
2018/1/20,13103
2018/1/21,12895.9
2018/1/22,11966.4
2018/1/23,11377.6
2018/1/24,11501.4
2018/1/25,11785.7
2018/1/26,11656.7
2018/1/27,11614.9
2018/1/28,12040.3
2018/1/29,11875.6
2018/1/30,11307.2
2018/1/31,10381.6
2018/2/1,10288.8
2018/2/2,9142.28
2018/2/3,9430.75
2018/2/4,9334.87
2018/2/5,8364.84
2018/2/6,7850.7
2018/2/7,8509.11
2018/2/8,8558.77
2018/2/9,8736.98
2018/2/10,9122.55
2018/2/11,8616.13
2018/2/12,8985.92
2018/2/13,8958.47
2018/2/14,9518.54
2018/2/15,10234.8
2018/2/16,10324.1
2018/2/17,11139.5
2018/2/18,11349.8
2018/2/19,11273.8
2018/2/20,11958.5
2018/2/21,11418.5
2018/2/22,11039.1
2018/2/23,10487.3
2018/2/24,10597.2
2018/2/25,9923.22
2018/2/26,10475
2018/2/27,10878.5
2018/2/28,11089.8
2018/3/1,11052.3
2018/3/2,11189
2018/3/3,11528.2
2018/3/4,11512.6
2018/3/5,11704.1
2018/3/6,11500.1
2018/3/7,10929.5
2018/3/8,10147.4
2018/3/9,9466.35
2018/3/10,9531.32
2018/3/11,9711.89
2018/3/12,9937.5
2018/3/13,9470.38
2018/3/14,9355.85
2018/3/15,8428.35
2018/3/16,8585.15
2018/3/17,8346.53
2018/3/18,8245.51
2018/3/19,8675.87
2018/3/20,9051.02
2018/3/21,9177.37
2018/3/22,9100.71
2018/3/23,8879.62
2018/3/24,8996.18
2018/3/25,8682.01
2018/3/26,8530.08
2018/3/27,8232.78
2018/3/28,8122.89
2018/3/29,7994.33
2018/3/30,7276.66
2018/3/31,7207.85
2018/4/1,7060.95
2018/4/2,7135.47
2018/4/3,7530.94
2018/4/4,7469.88
2018/4/5,6933.82
2018/4/6,6857.49
2018/4/7,7050.54
2018/4/8,7111.56
2018/4/9,7178.11
2018/4/10,6872.41
2018/4/11,6968.32
2018/4/12,7899.23
2018/4/13,8183.96
2018/4/14,8140.71
2018/4/15,8338.42
2018/4/16,8371.15
2018/4/17,8285.96
2018/4/18,8197.8
2018/4/19,8298.69
2018/4/20,8880.23
2018/4/21,8997.57
2018/4/22,9001.64
2018/4/23,8958.55